date,price,composite_score,signal_strength,fwd_1d,fwd_5d,fwd_10d,fwd_20d,win_5d,win_10d,year
2025-01-22 05:00:00+00:00,147.02980041503906,62.949898463118345,0.6294989846311835,0.10198484912167238,-15.890405983138823,-15.122058543475358,-4.73245192769215,0,0,2025
2025-04-25 04:00:00+00:00,110.98986053466797,53.86915800242629,0.5386915800242629,-2.0538694084403786,3.1438589139712647,5.080616728611331,18.268618127873882,1,1,2025
2025-05-27 04:00:00+00:00,135.47540283203125,63.1711811261653,0.631711811261653,-0.5092179819240039,4.221403667009227,6.243554666117634,13.889832490024222,1,1,2025
2025-06-12 04:00:00+00:00,144.98374938964844,51.32449155623063,0.5132449155623063,-2.0896570123836278,-0.7931039382086613,8.793099728415733,13.15172988284672,0,1,2025
2025-06-24 04:00:00+00:00,147.88340759277344,55.86081537078731,0.5586081537078731,4.334023581240287,3.6511393733619446,10.12848433920741,15.46992799086475,1,1,2025
2025-07-30 04:00:00+00:00,179.2499237060547,56.228459418616005,0.5622845941861601,-0.7809523923024808,0.08366161379915749,1.2941246273725504,1.2997088783546662,1,1,2025
2025-10-09 04:00:00+00:00,192.5592803955078,53.18567320373526,0.5318567320373526,-4.88653135032785,-5.587577701767055,-5.405828172365689,-2.331617611225112,0,0,2025
2025-10-27 04:00:00+00:00,191.47933959960938,59.928053101218296,0.5992805310121829,4.981986311030795,8.036974082760162,3.947990204633278,-4.668649327943175,1,1,2025
2025-11-10 05:00:00+00:00,199.03892517089844,60.88724724975761,0.608872472497576,-2.9590588624919145,-6.254711379718902,-8.289375788424213,-7.06842841826818,0,0,2025
2025-12-23 05:00:00+00:00,189.2100067138672,57.509575673659775,0.5750957567365977,-0.3171111898024437,-1.432274519161869,-2.2039074466291164,-0.8139149570724147,0,0,2025
2026-01-02 05:00:00+00:00,188.85000610351562,53.07994604416135,0.5307994604416135,-0.38655597709008616,-2.1127907673865742,-1.3873499027267422,,0,0,2026
2026-01-28 05:00:00+00:00,191.52000427246094,55.676578040307234,0.5567657804030723,,,,,0,0,2026
