date,price,composite_score,signal_strength,fwd_1d,fwd_5d,fwd_10d,fwd_20d,win_5d,win_10d,year
2021-11-17 05:00:00+00:00,29.200849533081055,62.69828858479052,0.6269828858479052,8.249911575407797,11.663979364655841,9.804642887119265,-2.9750376478111407,1,1,2021
2022-02-09 05:00:00+00:00,26.653371810913086,59.64695969632958,0.5964695969632958,-3.299016612443517,-0.72646835278809,-11.072836973522982,-15.140020679770338,0,0,2022
2022-02-24 05:00:00+00:00,23.70208740234375,61.3355973356943,0.613355973356943,1.722248509663049,-0.12615557443959036,-4.573612345011391,18.556489564422463,0,0,2022
2022-03-15 04:00:00+00:00,22.932493209838867,59.736837108840604,0.597368371088406,6.629507492619902,15.457276001766918,24.737743124123625,-6.3944708373315,1,1,2022
2022-05-25 04:00:00+00:00,16.945066452026367,52.07119245527735,0.5207119245527735,5.160559404193665,15.416831990202716,6.343561161829081,0.9108749962714269,1,1,2022
2022-06-24 04:00:00+00:00,17.099414825439453,56.74803482913939,0.5674803482913939,-1.5006104839945689,-15.199116164630123,-11.526329339216046,-0.5955704718049626,0,0,2022
2022-07-05 04:00:00+00:00,14.940773963928223,59.75031627713931,0.5975031627713931,1.109332585752676,0.7885405689847191,13.552510040987364,23.803786376019165,1,1,2022
2022-08-09 04:00:00+00:00,17.059480667114258,49.817975018252184,0.49817975018252186,5.917097575480357,10.493945660823067,0.5560213508799761,-19.711617101857637,1,1,2022
2022-08-25 04:00:00+00:00,17.885194778442383,60.48793988339744,0.6048793988339743,-9.227926265914888,-22.196177388636208,-19.660161845060564,-30.108196732150706,0,0,2022
2022-10-20 04:00:00+00:00,12.178689956665039,53.40337251615287,0.5340337251615287,2.2306085331553316,8.053126782948095,10.062314990381571,28.56322984880051,1,1,2022
2022-11-30 05:00:00+00:00,16.90607452392578,67.94438733471878,0.6794438733471878,1.2527342003048059,-4.744996757544184,4.437753196989225,-13.709151713086209,0,1,2022
2022-12-08 05:00:00+00:00,17.151832580566406,65.94873966190666,0.6594873966190665,-0.978537670280788,-1.2639310536558201,-10.658754517653602,-8.97549068668335,0,0,2022
2023-01-13 05:00:00+00:00,16.88210105895996,58.24934717049691,0.5824934717049691,4.751757496794462,13.574768195033315,13.391333015406136,28.930685657337072,1,1,2023
2023-03-08 05:00:00+00:00,24.160921096801758,56.97048679666561,0.5697048679666561,-3.0809295222865907,0.19435110028742653,9.457830768891927,11.165782143776548,1,1,2023
2023-03-21 04:00:00+00:00,26.17724609375,53.42716528788786,0.5342716528788786,1.0267467847083545,0.8053748880826772,4.786440457648622,6.610933390535534,1,1,2023
2023-05-17 04:00:00+00:00,30.152936935424805,57.29229585999009,0.5729229585999009,4.970509189710071,1.1929351097168972,31.784776134187844,41.352711710416386,1,1,2023
2023-07-12 04:00:00+00:00,43.870079040527344,60.898871124132356,0.6089887112413236,4.726450960576778,7.232016478210346,3.530610303507453,-3.0704822961670986,1,1,2023
2023-08-30 04:00:00+00:00,49.228179931640625,53.20666363626394,0.5320666363626394,0.1847286823147165,-6.1285768661634155,-7.468396431983204,-12.527299767095712,0,0,2023
2023-10-12 04:00:00+00:00,46.91473388671875,57.1180552533866,0.571180552533866,-3.161155062570664,-10.318442635214165,-14.099474273760137,0.010651778245263088,0,0,2023
2023-11-03 04:00:00+00:00,44.975982666015625,54.18488062397513,0.5418488062397513,1.6576077184206728,7.399189020290109,9.538960545484287,1.1221029290128026,1,1,2023
2023-12-13 05:00:00+00:00,48.061222076416016,53.25884169703266,0.5325884169703266,0.5448385783557885,0.04783727801045412,2.982031613559255,13.770587908002895,1,1,2023
2024-01-05 05:00:00+00:00,49.06966781616211,58.48979468427513,0.5848979468427513,6.428084384753263,11.432453785838636,21.50232766520055,41.2143164606273,1,1,2024
2024-02-07 05:00:00+00:00,70.0599594116211,59.66277854301002,0.5966277854301002,-0.6533448750770332,5.422350828425748,12.038692791895024,32.203533982024624,1,1,2024
2024-02-29 05:00:00+00:00,79.06795501708984,56.51582127618475,0.5651582127618475,4.003166854744911,17.14194736478991,11.169116508315891,14.21810674770676,1,1,2024
2024-05-15 04:00:00+00:00,94.58174896240234,56.18801206076821,0.5618801206076821,-0.2863752971581368,0.3381619403826086,16.770580088648735,36.97626824642279,1,1,2024
2024-05-22 04:00:00+00:00,94.9015884399414,57.23989821248008,0.5723989821248008,9.31965188998003,16.377037241353577,27.4333723425491,33.31267509026692,1,1,2024
2024-06-20 04:00:00+00:00,130.7240447998047,60.60468790223715,0.6060468790223715,-3.219146526415906,-5.191924811234938,-3.7849777247482286,-9.825652251611416,0,0,2024
2024-09-24 04:00:00+00:00,120.82862091064453,55.483601425945835,0.5548360142594584,2.184167212373822,-3.2017871285600186,9.944561710180855,18.797071385314457,0,1,2024
2024-10-03 04:00:00+00:00,122.80794525146484,57.880319282895165,0.5788031928289517,1.6849806882573315,9.73545295015128,11.461125251705596,8.066761332132844,1,1,2024
2024-11-06 05:00:00+00:00,145.56015014648438,61.170679361275106,0.611706793612751,2.245742146019203,0.4532660756460194,0.19229660472375176,-0.3708502499625288,1,1,2024
2024-11-19 05:00:00+00:00,146.9596710205078,60.136364115673345,0.6013636411567335,-0.7618509484174751,-6.863480151745138,-1.2720081477298306,-12.306039497468058,0,0,2024
2025-01-06 05:00:00+00:00,149.38912963867188,60.47194255945685,0.6047194255945685,-6.216958589699306,-11.824940967477616,-1.5793178722838364,-16.462551042524865,0,0,2025
