date,price,composite_score,signal_strength,fwd_1d,fwd_5d,fwd_10d,fwd_20d,win_5d,win_10d,year
2024-05-24 04:00:00+00:00,78.20962524414062,54.65736098448106,0.5465736098448106,-0.8368279203815554,-4.134876557541379,-2.412016202761613,-7.219162602384211,0,0,2024
2024-07-03 04:00:00+00:00,74.31395721435547,55.23358029391833,0.5523358029391833,-1.3894491225739491,3.9036581260531333,1.2835816390549093,3.189103944477467,1,1,2024
2024-07-31 04:00:00+00:00,77.53943634033203,52.66583914091023,0.5266583914091023,-1.1033479549699132,-1.2935922361048124,0.786303671198052,0.9765479523329512,0,1,2024
2024-08-08 04:00:00+00:00,78.97517395019531,59.875348396281034,0.5987534839628104,-0.39845687080649617,-0.9587850340348925,3.299707074401481,1.0832991834754502,0,1,2024
2024-09-10 04:00:00+00:00,82.40716552734375,56.67403329900951,0.5667403329900951,1.2052469375829045,1.0739846195892522,15.978525492182772,30.88305710660744,1,1,2024
2024-09-20 04:00:00+00:00,86.82254028320312,55.68739124046358,0.5568739124046358,2.038725118198559,21.56529118970432,29.720235599214195,16.015398588612094,1,1,2024
2024-12-09 05:00:00+00:00,90.78555297851562,64.05349873647368,0.6405349873647368,-2.697134420734282,-6.780762193594924,-7.777296149299073,-9.347915751357794,0,0,2024
2025-01-06 05:00:00+00:00,84.09857177734375,58.22259062168831,0.5822259062168831,-1.2160790088477036,-4.490169979627989,1.029005980966291,16.08981356019541,0,1,2025
2025-01-21 05:00:00+00:00,83.96089935302734,62.81436634800245,0.6281436634800245,1.1946653329605317,12.473653836560228,19.87585919501662,47.329599670983626,1,1,2025
2025-02-11 05:00:00+00:00,110.90548706054688,61.269036245872535,0.6126903624587253,4.921087483706654,11.535741085056728,23.319738227718112,21.599584056909027,1,1,2025
2025-05-02 04:00:00+00:00,123.66975402832031,56.343723780045885,0.5634372378004588,0.6440796163172502,-0.34191995110071094,-1.8288806131560476,-8.754770771618524,0,0,2025
2025-06-05 04:00:00+00:00,117.96614837646484,53.60503754608212,0.5360503754608212,-0.48349317513275425,-1.1411287461779884,-4.201329202016368,-9.914837344754668,0,0,2025
2025-06-16 04:00:00+00:00,115.95999908447266,56.468149828190896,0.564681498281909,-0.8020009593983413,0.9054872887614751,-1.7161071744402956,-0.19834057377968728,1,0,2025
2025-07-15 04:00:00+00:00,116.97000122070312,66.55786529645002,0.6655786529645001,-1.0600990431981483,3.19739918332802,2.0432584121623742,4.659311696474155,1,1,2025
2025-08-12 04:00:00+00:00,122.41999816894531,58.5482167863169,0.585482167863169,3.6268604050123,-1.9849700551557548,1.4458456942780362,17.570654164813114,0,1,2025
2025-08-25 04:00:00+00:00,124.3499984741211,58.5131737999913,0.585131737999913,-0.12866589037243692,11.419384601433613,18.295141060358855,31.14596206850282,1,1,2025
2025-09-09 04:00:00+00:00,147.10000610351562,67.08970969485092,0.6708970969485093,-2.1550056398390693,10.27192385003608,10.863354904481648,23.269880562378155,1,1,2025
2025-09-29 04:00:00+00:00,179.89999389648438,60.681599085641594,0.6068159908564159,-0.6503603160868066,4.068931391087616,-7.276262802667299,-0.2501372782153122,1,0,2025
2025-12-10 05:00:00+00:00,158.82000732421875,53.930025421526494,0.539300254215265,-1.208924152619395,-7.38572625952737,-5.515684020680167,-4.94899902271505,0,0,2025
2026-01-02 05:00:00+00:00,155.74000549316406,65.9102689151602,0.659102689151602,0.33388275030894476,-3.069217035250893,6.202637769743968,,0,1,2026
