ticker,company,date,price,rally_probability,signal_confidence,anomaly_intensity,return_1d,return_3d,return_5d,return_10d,return_20d,result
3020.SR,Yamama Cement Co.,2021-11-17,25.045642852783203,0.6377186758191697,0.5583333333333333,0.4625,0.0,-0.025594217710128486,-0.031078589580637805,-0.07495424993888566,0.01828151880302764,LOSS
1150.SR,Alinma Bank,2021-11-17,17.864702224731445,0.5964928424179935,0.4708333333333333,0.6458333333333334,0.0,-0.0792153828069273,-0.05725461708310342,-0.11137238610675415,-0.08627423849184446,LOSS
7020.SR,Etihad Etisalat Co.,2021-11-17,27.874786376953125,0.596970308648831,0.47152777777777777,0.9333333333333333,0.0,-0.02973386004613532,0.0,-0.02034422723425966,-0.040688591319694156,LOSS
4009.SR,Middle East Healthcare Co.,2021-11-17,34.30120849609375,0.6135600343969292,0.5368055555555555,0.4625,0.0,-0.049132904263591404,-0.040462391746487025,-0.07369941200125985,-0.05346816052214365,LOSS
4300.SR,Dar Alarkan Real Estate Develop,2021-11-17,9.65999984741211,0.5931455055959571,0.46597222222222223,0.9750000000000001,0.0,-0.05900618052048112,-0.04554861152520362,-0.04761905232019292,0.019668792656194256,LOSS
1080.SR,Arab National Bank,2021-11-21,14.556415557861328,0.6326612759550218,0.5256944444444445,0.9916666666666667,-0.01861243169001514,-0.024534399300606413,-0.027072741076297757,-0.021150314855536534,-0.06514374022013814,LOSS
1320.SR,Saudi Steel Pipe Co.,2021-11-21,23.738903045654297,0.5864251074461349,0.49583333333333335,0.675,-0.011673207712472267,0.011673127365514846,0.015564169820686535,0.02529185630557307,0.023346254731029692,WIN
2222.SR,Saudi Arabian Oil Co.,2021-11-21,24.66033172607422,0.6083724915534681,0.4930555555555556,0.9916666666666667,-0.01800556201986281,-0.0027701043133961933,-0.03324086503671253,-0.024930861475757515,-0.029085979273447582,LOSS
1140.SR,Bank Albilad,2021-11-22,21.34503746032715,0.596970308648831,0.47777777777777786,0.9750000000000001,0.0033295663003318765,0.01997766587581906,-0.04106551483087173,-0.06548275137037107,0.014428448280561001,LOSS
1180.SR,The Saudi National Bank,2021-11-25,40.54495620727539,0.6055324872205856,0.48750000000000004,0.8333333333333334,0.0,-0.060653140479142276,-0.027993670295956674,-0.03265928201194945,-0.0062207528975782855,LOSS
1050.SR,Banque Saudi Fransi,2021-11-29,16.152503967285156,0.6130894838482754,0.5111111111111111,1.0,-0.01470585804157587,0.08578431951391052,0.06127437898562249,0.004902011722412336,0.12622565053532098,FLAT
1080.SR,Arab National Bank,2021-11-29,13.238703727722168,0.5931455055959571,0.4673611111111111,1.0,0.01767452562123295,0.06976738657638237,0.06883731899934786,0.03255820017984723,0.035348835131961076,WIN
7020.SR,Etihad Etisalat Co.,2021-11-29,27.002338409423828,0.631276847626626,0.5222222222222223,0.9375,0.014539519030936088,-0.003231121956470684,-0.003231121956470684,-0.014539589667360353,-0.01777064098740677,FLAT
1050.SR,Banque Saudi Fransi,2021-12-12,16.2316837310791,0.5515031844891911,0.3850000000000001,0.6791666666666667,0.0,0.014634062653017033,0.026829134448489667,0.11463433292084191,0.14512171864014856,BIG WIN
4300.SR,Dar Alarkan Real Estate Develop,2021-12-16,9.989999771118164,0.6481037230854487,0.4726851851851852,0.6812500000000001,0.015015072636763493,0.011011072359539131,0.003003071805090629,0.007007072082314991,0.04304307457733336,FLAT
1140.SR,Bank Albilad,2021-12-19,21.321346282958984,0.6097582852251279,0.4226851851851853,0.7250000000000001,0.01555562871169247,0.002222296571122273,0.005555562513340329,0.06222233593230442,0.20000007156578614,BIG WIN
1080.SR,Arab National Bank,2021-12-19,13.608156204223633,0.5651694818130146,0.3763888888888889,0.5458333333333334,0.00904978041494453,0.01809963091097133,0.01719460381271931,0.051583881519240204,0.19909516912877856,BIG WIN
1180.SR,The Saudi National Bank,2021-12-20,39.28384017944336,0.5852055105463728,0.38888888888888895,0.6208333333333333,0.009630974799726078,0.025682211041867076,0.022472080320659504,0.057784974844200754,0.1717496649599637,BIG WIN
1050.SR,Banque Saudi Fransi,2021-12-20,17.419370651245117,0.5668266041246574,0.36249999999999993,0.83125,0.013636174009475921,0.06818152702242375,0.044318113010000104,0.06818152702242375,0.10454520519356292,BIG WIN
1150.SR,Alinma Bank,2021-12-20,16.561634063720703,0.5817979978332901,0.38888888888888895,0.43333333333333335,0.0050760871793442686,0.0008457841965039403,0.002537698089591922,0.041455057464725,0.18020305270050918,WIN
7020.SR,Etihad Etisalat Co.,2021-12-21,27.220449447631836,0.6208726839637762,0.42222222222222217,0.9395833333333334,-0.00641018319563913,-0.017628249034517096,-0.008012764029764474,-0.0016025107636941094,0.027243593898407026,FLAT
4300.SR,Dar Alarkan Real Estate Develop,2021-12-27,10.239999771118164,0.7187147438669563,0.5546296296296296,0.9041666666666667,-0.005859322976901948,-0.017578062062965194,0.009765662471182601,0.023437478172126713,-0.011718739086063357,WIN
7020.SR,Etihad Etisalat Co.,2021-12-28,27.002338409423828,0.5819910877383793,0.37268518518518523,0.8958333333333335,0.0032309806836221533,0.0016155256600232093,0.006462032003668572,0.032310089381918594,0.03554114070196501,WIN
1140.SR,Bank Albilad,2021-12-28,22.079439163208008,0.6559664291734832,0.4708333333333333,0.80625,-0.009656716037555357,0.025751156381076834,0.027896978097328162,0.09012865859795083,0.20171674375873838,BIG WIN
1080.SR,Arab National Bank,2021-12-29,13.792882919311523,0.6165352325775442,0.4296296296296296,0.4791666666666667,0.020535735398868438,0.06339281108901784,0.1151786718086556,0.16964276701067815,0.2165179204205856,BIG WIN
1050.SR,Banque Saudi Fransi,2021-12-30,18.70602798461914,0.6147824717181934,0.4212962962962963,0.6708333333333334,0.012698338571923484,-0.0201059491528085,-0.024338694688654794,0.031745795447616576,0.05608438817188666,WIN
1180.SR,The Saudi National Bank,2021-12-30,40.60801315307617,0.5941665783844419,0.4013888888888889,0.5333333333333333,0.006211093186407002,0.034161670101878316,0.04813667674105382,0.13354047623766951,0.11024845406080352,BIG WIN
1320.SR,Saudi Steel Pipe Co.,2022-01-09,23.738903045654297,0.6386044466635876,0.45925925925925937,0.775,0.01750961070131485,0.015564169820686535,0.02723729718620138,0.03891050489867376,0.10894934943872037,WIN
1140.SR,Bank Albilad,2022-01-10,23.54824447631836,0.5941984738410129,0.4009259259259259,0.4895833333333333,0.022132644401105406,0.10261547366277601,0.09859151849391323,0.100603577075832,0.09859151849391323,BIG WIN
4300.SR,Dar Alarkan Real Estate Develop,2022-01-10,10.479999542236328,0.5939432879540881,0.3925925925925926,0.6354166666666667,-0.0038167904198678215,-0.0057251401300709714,-0.007633580839735754,-0.03435111377881084,0.007633671839197387,LOSS
2222.SR,Saudi Arabian Oil Co.,2022-01-11,24.59202003479004,0.6345037786416842,0.4495370370370372,0.7041666666666667,0.009722180533906721,0.02083329940098344,0.02222223773415366,0.01666671708044354,0.034722372494057074,FLAT
3020.SR,Yamama Cement Co.,2022-01-12,24.358835220336914,0.6270178496697968,0.4393518518518519,0.8770833333333333,0.024436058286537943,0.028195421752879257,0.03759386956979638,0.015037532167492929,0.005639084350575807,FLAT
1050.SR,Banque Saudi Fransi,2022-01-13,19.29986572265625,0.6150956846789121,0.43287037037037035,0.4458333333333333,0.005128332843151284,-0.013333151491576767,0.04205149916669049,0.023589718350837563,0.07282060678222324,WIN
