sl_atr,tp_pct,max_days,trail_pct,return,sharpe,win_rate,pf,max_dd,trades,stop_rate,tp_rate,time_rate,avg_hold,score
3.0,0.2,40,0.05,0.01900007021887884,0.24619975261306629,0.41700404858299595,1.139603329592367,0.05045913556249895,247,0.6720647773279352,0.05263157894736842,0.27530364372469635,25.902834008097166,0.31640289170391783
3.0,0.2,40,0.07,0.012181736732770121,0.2315729006133316,0.4309623430962343,1.1065037626831062,0.0551927382872056,239,0.5439330543933054,0.058577405857740586,0.39748953974895396,29.410041841004183,0.31026391770715667
3.0,0.2,40,0.1,-0.0027930065764986134,0.13078046304539423,0.44298245614035087,1.0518485147022842,0.054803725208448416,228,0.42543859649122806,0.06140350877192982,0.5131578947368421,31.24561403508772,0.2960877210715647
3.0,0.2,40,0.15,-0.0037385925508930384,0.12359164010653792,0.4488888888888889,1.0486498691513069,0.056763915865689005,225,0.38666666666666666,0.057777777777777775,0.5555555555555556,31.795555555555556,0.2946574846049892
3.0,0.2,40,999.0,-0.004860370862338592,0.11612171632080599,0.4488888888888889,1.044717039983722,0.05786999782136034,225,0.38222222222222224,0.057777777777777775,0.56,31.817777777777778,0.2933248300120779
3.0,0.2,60,0.05,0.06839011880041013,0.5604152603218454,0.4049586776859504,1.3073507809266267,0.051829877517521876,242,0.7644628099173554,0.08677685950413223,0.1487603305785124,30.305785123966942,0.3613725650172097
3.0,0.2,60,0.07,0.06456849861700475,0.5232506072742905,0.4230769230769231,1.274947693316411,0.05700583430602678,234,0.6196581196581197,0.09401709401709402,0.2863247863247863,36.43589743589744,0.35479806355990867
3.0,0.2,60,0.1,0.09044637598218253,0.6604676625203348,0.4372093023255814,1.361822193175135,0.05222234826551331,215,0.4930232558139535,0.10232558139534884,0.4046511627906977,40.81395348837209,0.3779709830936632
3.0,0.2,60,0.15,0.08914648895406518,0.6470532064275772,0.45714285714285713,1.3698469543883969,0.05252951664140963,210,0.43333333333333335,0.09523809523809523,0.4714285714285714,42.32380952380952,0.3770020650947138
3.0,0.2,60,999.0,0.0840144603871209,0.6156003027600412,0.45933014354066987,1.353996118666842,0.05275628352489718,209,0.42105263157894735,0.09569377990430622,0.48325358851674644,42.516746411483254,0.37239081511011274
3.0,0.2,90,0.05,0.05496349509823428,0.559026980126789,0.3881856540084388,1.2635777336802283,0.0520796517896108,237,0.8523206751054853,0.10126582278481013,0.046413502109704644,32.31645569620253,0.354335383278915
3.0,0.2,90,0.07,0.04597280375992363,0.49326036680678526,0.3805309734513274,1.2140239803175839,0.05755981572068173,226,0.7743362831858407,0.11504424778761062,0.11061946902654868,41.13274336283186,0.3432304993271061
3.0,0.2,90,0.1,0.04449982938252117,0.47054924723328706,0.3756345177664975,1.2000298583200002,0.051285617454091374,197,0.6548223350253807,0.14720812182741116,0.19796954314720813,47.78172588832487,0.34216435678844004
3.0,0.2,90,0.15,0.07255459970854883,0.622792655391395,0.4095744680851064,1.2965551094209153,0.05108156446853786,188,0.5478723404255319,0.15425531914893617,0.2978723404255319,51.787234042553195,0.3663760152138656
3.0,0.2,90,999.0,0.07894558981691246,0.6510951626081547,0.42780748663101603,1.3254820576551796,0.0510390277096331,187,0.5133689839572193,0.1497326203208556,0.33689839572192515,52.106951871657756,0.37183875005427974
3.0,0.2,120,0.05,0.049169580219017295,0.528108687738181,0.3829787234042553,1.2435771068668324,0.0520781935262456,235,0.8723404255319149,0.10638297872340426,0.02127659574468085,32.744680851063826,0.34937545302207257
3.0,0.2,120,0.07,0.03532603826084646,0.43221436625877485,0.36936936936936937,1.177854431431582,0.05740519336191384,222,0.8153153153153153,0.12162162162162163,0.06306306306306306,42.77477477477478,0.33391893451357035
3.0,0.2,120,0.1,0.0291493444237807,0.38418660359834067,0.3489583333333333,1.148106814871901,0.052898749111406324,192,0.734375,0.15625,0.109375,51.59375,0.328394586738963
