ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,holding_days,exit_reason,regime
4003.SR,2025-04-07 00:00:00+03:00,2025-05-20 00:00:00+03:00,88.08241733551024,85.26924440002442,222,-624.5243916778529,-0.03193796242864577,42,trailing_stop,BEAR
8010.SR,2025-04-07 00:00:00+03:00,2025-05-28 00:00:00+03:00,129.65428977966306,135.864,145,900.407981948857,0.047894367636349244,50,trailing_stop,BEAR
2330.SR,2024-12-10 00:00:00+03:00,2025-06-12 00:00:00+03:00,33.683651527404784,28.571400381088257,2162,-11052.686978336333,-0.15177247461301024,183,time_exit,BULL
1212.SR,2025-03-27 00:00:00+03:00,2025-06-15 00:00:00+03:00,153.10607812499998,145.854,323,-2342.42123437499,-0.047366363333264716,77,trailing_stop,BULL
1304.SR,2025-01-28 00:00:00+03:00,2025-07-28 00:00:00+03:00,38.70890491485595,34.38557817077637,1782,-7704.168257949811,-0.11168816977874119,180,time_exit,BULL
1320.SR,2025-02-24 00:00:00+03:00,2025-08-25 00:00:00+03:00,61.24910371780395,50.34960152435303,1013,-11041.195721965783,-0.1779536602473195,181,time_exit,BULL
3060.SR,2025-02-24 00:00:00+03:00,2025-08-25 00:00:00+03:00,21.320304513931273,15.430832293510438,2605,-15342.075134196275,-0.27623771586247714,181,time_exit,BULL
1180.SR,2025-05-08 00:00:00+03:00,2025-09-15 00:00:00+03:00,34.24184924316406,33.646320304870606,1632,-971.9032272949189,-0.017391845109310022,129,trailing_stop,BULL
2290.SR,2025-06-12 00:00:00+03:00,2025-09-25 00:00:00+03:00,28.34878173446655,35.58437893295288,1524,11027.05013049317,0.255234855108051,104,take_profit,BULL
3020.SR,2025-04-03 00:00:00+03:00,2025-10-01 00:00:00+03:00,38.86912585830688,31.708259771347045,1217,-8714.774027830119,-0.1842301808655019,180,time_exit,BULL
1140.SR,2025-04-07 00:00:00+03:00,2025-10-06 00:00:00+03:00,28.45442468643188,29.210759771347046,738,558.1752926673915,0.026580579057562614,181,time_exit,BEAR
1211.SR,2025-05-20 00:00:00+03:00,2025-10-07 00:00:00+03:00,53.15309847259521,66.58335152435303,845,11348.563828735361,0.2526711224310323,139,take_profit,BULL
4300.SR,2025-09-15 00:00:00+03:00,2025-10-16 00:00:00+03:00,16.62661061096191,18.351630838394165,922,1590.4686496925374,0.10375056394806936,30,trailing_stop,BEAR
8010.SR,2025-08-25 00:00:00+03:00,2025-10-22 00:00:00+03:00,121.2210984725952,128.3715,414,2960.2662323455856,0.05898644392354946,57,trailing_stop,BULL
5110.SR,2025-04-07 00:00:00+03:00,2025-11-06 00:00:00+03:00,13.959769493103027,14.595389657020569,1259,800.2457863721854,0.045532282193597506,212,trailing_stop,BEAR
1120.SR,2025-05-28 00:00:00+03:00,2025-11-06 00:00:00+03:00,92.54485260772704,102.49739847564697,137,1363.4987839050314,0.10754294363735317,161,trailing_stop,BEAR
2010.SR,2025-06-15 00:00:00+03:00,2025-11-06 00:00:00+03:00,52.9735825881958,57.942,823,4089.00752991486,0.09379047383726169,143,trailing_stop,BULL
1060.SR,2025-05-11 00:00:00+03:00,2025-11-10 00:00:00+03:00,33.16970272827148,31.708259771347045,1566,-2288.6196705436673,-0.04405957354808632,182,time_exit,BULL
4040.SR,2025-05-12 00:00:00+03:00,2025-11-10 00:00:00+03:00,15.235220267295835,11.828160152435302,3338,-11372.76666340446,-0.22363051239726295,181,time_exit,BULL
1150.SR,2025-05-13 00:00:00+03:00,2025-11-10 00:00:00+03:00,27.236468292236324,25.19477931404114,1671,-3411.6622825641557,-0.07496159033134131,180,time_exit,BULL
4250.SR,2025-05-20 00:00:00+03:00,2025-11-17 00:00:00+03:00,24.124100381851193,15.56441992378235,1667,-14268.987323600762,-0.35481863872977326,180,time_exit,BULL
1180.SR,2025-10-16 00:00:00+03:00,2025-11-17 00:00:00+03:00,38.658618930816644,38.04192182922363,1079,-665.4161726188595,-0.015952383159280714,31,trailing_stop,BULL
4300.SR,2025-11-06 00:00:00+03:00,2025-11-20 00:00:00+03:00,16.516499999999997,16.25373045730591,2537,-666.6463298148999,-0.015909517312632016,13,trailing_stop,BULL
4009.SR,2025-07-28 00:00:00+03:00,2026-01-26 00:00:00+03:00,57.3572992362976,36.32364060974121,792,-16658.65763223266,-0.3667128492208641,181,time_exit,BULL
3040.SR,2025-08-26 00:00:00+03:00,2026-02-05 00:00:00+03:00,41.82055303573608,42.41999816894531,1075,644.4035181999219,0.014333744766526602,163,still_open,BULL
2290.SR,2025-10-09 00:00:00+03:00,2026-02-05 00:00:00+03:00,34.35431969451904,26.520000457763672,1813,-14203.620776237485,-0.22804466240108,119,still_open,BULL
3050.SR,2025-10-12 00:00:00+03:00,2026-02-05 00:00:00+03:00,26.60536754608154,21.649999618530273,2096,-10386.451176147451,-0.18625444354295706,116,still_open,BULL
4006.SR,2025-10-12 00:00:00+03:00,2026-02-05 00:00:00+03:00,16.93692007637024,13.550000190734863,2946,-9977.865983081816,-0.19997259657384103,116,still_open,BULL
2280.SR,2025-10-12 00:00:00+03:00,2026-02-05 00:00:00+03:00,49.02897954177856,41.7400016784668,910,-6632.9698556137055,-0.1486667259125939,116,still_open,BULL
1010.SR,2025-10-22 00:00:00+03:00,2026-02-05 00:00:00+03:00,27.34731969451904,28.760000228881836,1570,2217.9084389495893,0.05165700149568675,106,still_open,BULL
1320.SR,2025-11-06 00:00:00+03:00,2026-02-05 00:00:00+03:00,48.8487992362976,39.79999923706055,958,-8668.750399269098,-0.18524099140011718,91,still_open,BULL
4001.SR,2025-11-06 00:00:00+03:00,2026-02-05 00:00:00+03:00,6.876525264739989,6.46999979019165,5453,-2216.7834127120905,-0.05911786242287731,91,still_open,BULL
2330.SR,2025-11-10 00:00:00+03:00,2026-02-05 00:00:00+03:00,36.43640152740478,24.5,1298,-15493.449182571409,-0.32759550962866346,87,still_open,BULL
4007.SR,2025-11-10 00:00:00+03:00,2026-02-05 00:00:00+03:00,29.828185914993284,26.260000228881836,1420,-5066.8236742782565,-0.11962462941193763,87,still_open,BULL
2380.SR,2025-11-10 00:00:00+03:00,2026-02-05 00:00:00+03:00,8.698689579963682,6.96999979019165,4357,-7531.901414036743,-0.19872990912951394,87,still_open,BULL
4320.SR,2025-11-17 00:00:00+03:00,2026-02-05 00:00:00+03:00,18.818799236297604,17.170000076293945,725,-1195.3793910026525,-0.08761447206596817,80,still_open,BEAR
6010.SR,2025-11-17 00:00:00+03:00,2026-02-05 00:00:00+03:00,19.29928068733215,17.600000381469727,682,-1158.9091685981728,-0.08804889329257815,80,still_open,BEAR
4190.SR,2025-11-20 00:00:00+03:00,2026-02-05 00:00:00+03:00,13.203189579963682,14.3100004196167,1071,1185.394409268381,0.08382905001475116,77,still_open,BEAR
1321.SR,2026-01-26 00:00:00+03:00,2026-02-05 00:00:00+03:00,132.93280305480957,159.8000030517578,330,8866.175998992921,0.20211113720268603,10,still_open,BULL
