date,cash,positions,total,n_positions,regime,returns
2022-03-28 00:00:00+03:00,411429.65701744147,588494.4078197479,999924.0648371894,8,BULL,
2022-03-29 00:00:00+03:00,411429.65701744147,587394.9656562805,998824.622673722,8,BULL,-0.0010995256561271427
2022-03-30 00:00:00+03:00,411429.65701744147,586427.0380401611,997856.6950576026,8,BULL,-0.000969066635069904
2022-03-31 00:00:00+03:00,411429.65701744147,583704.3552036285,995134.01222107,8,BULL,-0.0027285309103182165
2022-04-03 00:00:00+03:00,411429.65701744147,591083.2674407959,1002512.9244582374,8,BEAR,0.007414993504943235
2022-04-04 00:00:00+03:00,397042.0932576164,605910.5163345337,1002952.6095921501,9,BEAR,0.00043858300794519245
2022-04-05 00:00:00+03:00,355324.7836236164,655605.7564105988,1010930.5400342152,10,BULL,0.007954444074191436
2022-04-06 00:00:00+03:00,204096.1323567881,807662.9450244904,1011759.0773812784,15,BULL,0.0008195789070088999
2022-04-07 00:00:00+03:00,204096.1323567881,807027.909983635,1011124.042340423,15,BULL,-0.0006276544041483589
2022-04-10 00:00:00+03:00,204096.1323567881,814069.0309000015,1018165.1632567896,15,BULL,0.006963656902142956
2022-04-11 00:00:00+03:00,204096.1323567881,820347.2906141281,1024443.4229709161,15,BULL,0.0061662487980285174
2022-04-12 00:00:00+03:00,204096.1323567881,822185.3559980392,1026281.4883548273,15,BULL,0.0017942087798081818
2022-04-13 00:00:00+03:00,204096.1323567881,815234.1686067581,1019330.3009635461,15,BULL,-0.006773178187618023
2022-04-14 00:00:00+03:00,204096.1323567881,827681.4575948715,1031777.5899516596,15,BULL,0.012211242005017775
2022-04-17 00:00:00+03:00,204096.1323567881,835351.2145137787,1039447.3468705667,15,BULL,0.00743353702736127
2022-04-18 00:00:00+03:00,204096.1323567881,830744.0830602646,1034840.2154170526,15,BULL,-0.004432289396268718
2022-04-19 00:00:00+03:00,261071.7246346102,766406.8096084595,1027478.5342430697,15,BULL,-0.00711383367626095
2022-04-20 00:00:00+03:00,261071.7246346102,766686.3315792084,1027758.0562138186,15,BULL,0.000272046530835679
2022-04-21 00:00:00+03:00,295178.6265246858,716185.811548233,1011364.4380729189,15,BULL,-0.01595085345406344
2022-04-24 00:00:00+03:00,295178.6265246858,707350.452132225,1002529.0786569109,15,BULL,-0.008736078789603363
2022-04-25 00:00:00+03:00,295178.6265246858,710226.1432590485,1005404.7697837343,15,BULL,0.002868436624976489
2022-04-26 00:00:00+03:00,295178.6265246858,713252.8655881882,1008431.492112874,15,BULL,0.003010451531666014
2022-04-27 00:00:00+03:00,295178.6265246858,716447.2145814896,1011625.8411061754,15,BULL,0.003167641052748804
2022-04-28 00:00:00+03:00,295178.6265246858,718596.4012298584,1013775.0277545443,15,BULL,0.00212448769202922
2022-05-08 00:00:00+03:00,295178.6265246858,716815.3419885635,1011993.9685132494,15,BULL,-0.001756858467149125
2022-05-09 00:00:00+03:00,295178.6265246858,719864.8410987854,1015043.4676234713,15,BULL,0.003013357001229844
2022-05-10 00:00:00+03:00,285707.35622419044,720815.8710708618,1006523.2272950523,15,BULL,-0.008393965973070627
2022-05-11 00:00:00+03:00,343624.36404291,652706.2283964157,996330.5924393258,15,BULL,-0.010126576892933059
2022-05-12 00:00:00+03:00,314259.54948578373,660304.2476882935,974563.7971740772,15,BULL,-0.02184696066790104
2022-05-15 00:00:00+03:00,314259.54948578373,670674.813076973,984934.3625627568,15,BULL,0.010641238078769932
2022-05-16 00:00:00+03:00,310162.9382107238,664301.525677681,974464.4638884048,15,BULL,-0.010630047110052887
2022-05-17 00:00:00+03:00,310162.9382107238,663008.8690919876,973171.8073027114,15,BEAR,-0.001326530246711366
2022-05-18 00:00:00+03:00,310162.9382107238,663008.8690919876,973171.8073027114,15,BEAR,0.0
2022-05-19 00:00:00+03:00,310162.9382107238,645809.7040615082,955972.642272232,15,BEAR,-0.017673307941533434
2022-05-22 00:00:00+03:00,349024.0516887633,599742.4948577881,948766.5465465514,15,BEAR,-0.0075379727484172765
2022-05-23 00:00:00+03:00,349024.0516887633,591157.8927841187,940181.944472882,15,BEAR,-0.009048171127994387
2022-05-24 00:00:00+03:00,349024.0516887633,585732.8647861481,934756.9164749114,15,BEAR,-0.005770189514766932
2022-05-25 00:00:00+03:00,349024.0516887633,594834.8972759247,943858.948964688,15,BEAR,0.00973732563980545
2022-05-26 00:00:00+03:00,349024.0516887633,593925.136850357,942949.1885391204,15,BEAR,-0.0009638732848435971
2022-05-29 00:00:00+03:00,349024.0516887633,601058.7416372299,950082.7933259932,15,BEAR,0.007565205923687923
2022-05-30 00:00:00+03:00,349024.0516887633,607016.5479764938,956040.5996652571,15,BEAR,0.006270828585798416
2022-05-31 00:00:00+03:00,349024.0516887633,602617.5326833725,951641.5843721358,15,BULL,-0.004601285023524748
2022-06-01 00:00:00+03:00,349024.0516887633,603015.8294219971,952039.8811107604,15,BEAR,0.00041853650067991133
2022-06-02 00:00:00+03:00,349024.0516887633,600414.4686250687,949438.520313832,15,BEAR,-0.002732407379713253
2022-06-05 00:00:00+03:00,349024.0516887633,600789.4656543732,949813.5173431365,15,BEAR,0.0003949671529870358
2022-06-06 00:00:00+03:00,349024.0516887633,611372.1021528244,960396.1538415877,15,BULL,0.011141804475528483
2022-06-07 00:00:00+03:00,349024.0516887633,604976.7007360458,954000.7524248092,15,BEAR,-0.006659128518160862
2022-06-08 00:00:00+03:00,349024.0516887633,603608.5686378479,952632.6203266112,15,BEAR,-0.0014340996007817797
2022-06-09 00:00:00+03:00,349024.0516887633,602226.9005537033,951250.9522424666,15,BEAR,-0.0014503682266001627
2022-06-12 00:00:00+03:00,407258.54266039655,522926.66659641266,930185.2092568092,15,BEAR,-0.022145305543187388
2022-06-13 00:00:00+03:00,431878.3486929384,484666.21201992035,916544.5607128588,15,BEAR,-0.014664443605643784
2022-06-14 00:00:00+03:00,431878.3486929384,479988.894238472,911867.2429314104,15,BEAR,-0.005103208269339854
2022-06-15 00:00:00+03:00,431878.3486929384,478565.812207222,910444.1609001604,15,BEAR,-0.0015606241394033882
2022-06-16 00:00:00+03:00,431878.3486929384,469922.58086586,901800.9295587984,15,BEAR,-0.009493422784782712
2022-06-19 00:00:00+03:00,431878.3486929384,452745.2755742073,884623.6242671458,15,BEAR,-0.01904777953606296
2022-06-20 00:00:00+03:00,431878.3486929384,453179.7776975632,885058.1263905016,15,BEAR,0.0004911717383941916
2022-06-21 00:00:00+03:00,431878.3486929384,460917.22773361206,892795.5764265505,15,BEAR,0.008742307205973354
2022-06-22 00:00:00+03:00,431878.3486929384,446525.1558060646,878403.5044990031,15,BEAR,-0.016120232119823275
2022-06-23 00:00:00+03:00,431878.3486929384,447103.23227119446,878981.5809641329,15,BEAR,0.0006580989968381079
2022-06-26 00:00:00+03:00,431878.3486929384,455567.8992996216,887446.24799256,15,BEAR,0.00963008464766979
2022-06-27 00:00:00+03:00,431878.3486929384,453619.8594150543,885498.2081079928,15,BEAR,-0.002195107465915558
2022-06-28 00:00:00+03:00,431878.3486929384,463281.6615562439,895160.0102491823,15,BEAR,0.010911148156734995
2022-06-29 00:00:00+03:00,431878.3486929384,465976.3963422775,897854.745035216,15,BEAR,0.0030103386603290705
2022-06-30 00:00:00+03:00,431878.3486929384,460383.87854766846,892262.2272406069,15,BEAR,-0.006228755626156102
2022-07-03 00:00:00+03:00,431878.3486929384,460173.1623725891,892051.5110655276,15,BEAR,-0.00023615947044064445
2022-07-04 00:00:00+03:00,431878.3486929384,453021.6847047806,884900.033397719,15,BEAR,-0.008016888687589763
2022-07-05 00:00:00+03:00,431878.3486929384,454332.7097234726,886211.058416411,15,BEAR,0.0014815515529569279
2022-07-06 00:00:00+03:00,431878.3486929384,456609.41026973724,888487.7589626757,15,BEAR,0.0025690274620731035
2022-07-13 00:00:00+03:00,431878.3486929384,454344.0360517502,886222.3847446886,15,BEAR,-0.0025496965997955368
2022-07-14 00:00:00+03:00,431878.3486929384,449798.894490242,881677.2431831805,15,BEAR,-0.005128669326963098
2022-07-17 00:00:00+03:00,431878.3486929384,454730.83577919006,886609.1844721285,15,BEAR,0.0055938171559719585
2022-07-18 00:00:00+03:00,431878.3486929384,463768.2042312622,895646.5529242007,15,BULL,0.010193181629911452
2022-07-19 00:00:00+03:00,431878.3486929384,470459.53856277466,902337.8872557131,15,BULL,0.007470954150011311
2022-07-20 00:00:00+03:00,431878.3486929384,470259.50524902344,902137.8539419619,15,BULL,-0.00022168338111083763
2022-07-21 00:00:00+03:00,431878.3486929384,475008.9259405136,906887.2746334521,15,BULL,0.005264628538462546
2022-07-24 00:00:00+03:00,431878.3486929384,475178.04438972473,907056.3930826632,15,BULL,0.0001864823269015492
2022-07-25 00:00:00+03:00,431878.3486929384,472090.3376674652,903968.6863604037,15,BULL,-0.003404095650288985
2022-07-26 00:00:00+03:00,431878.3486929384,474039.31454753876,905917.6632404772,15,BULL,0.0021560225586139126
2022-07-27 00:00:00+03:00,431878.3486929384,475512.8647079468,907391.2134008852,15,BULL,0.0016265828785555492
2022-07-28 00:00:00+03:00,431878.3486929384,484965.1010389328,916843.4497318713,15,BULL,0.010416936147705558
2022-07-31 00:00:00+03:00,431878.3486929384,492023.5110616684,923901.8597546068,15,BULL,0.0076985989536162425
2022-08-01 00:00:00+03:00,431878.3486929384,499081.2946243286,930959.6433172671,15,BULL,0.007639105266586288
2022-08-02 00:00:00+03:00,431878.3486929384,498845.742184639,930724.0908775774,15,BULL,-0.000253021107177398
2022-08-03 00:00:00+03:00,431878.3486929384,496982.95453739166,928861.3032303301,15,BULL,-0.0020014391649526564
2022-08-04 00:00:00+03:00,431878.3486929384,498225.403254509,930103.7519474474,15,BULL,0.0013376041318509113
2022-08-07 00:00:00+03:00,431878.3486929384,496381.0694923401,928259.4181852785,15,BULL,-0.001982933364484629
2022-08-08 00:00:00+03:00,431878.3486929384,500974.0489358902,932852.3976288287,15,BULL,0.004947948120504142
2022-08-09 00:00:00+03:00,431878.3486929384,504237.31774520874,936115.6664381472,15,BULL,0.0034981620003478042
2022-08-10 00:00:00+03:00,431878.3486929384,509353.1199502945,941231.468643233,15,BULL,0.005464925316922553
2022-08-11 00:00:00+03:00,431878.3486929384,512478.91425037384,944357.2629433123,15,BULL,0.0033209623819581147
