Date,close,high,low,open,volume,vix,oil,sp500,twitter_volume,sentiment_score,google_trends,rsi,macd,macd_signal,macd_diff,bb_high,bb_low,bb_width,bb_pct,atr,volume_sma_20,volume_ratio,returns,log_returns,z_score_ret,volatility_10,volatility_30,vol_ratio,cycle_period_0,cycle_mag_0,cycle_period_1,cycle_mag_1,cycle_period_2,cycle_mag_2,future_max_return,target_rally,anomaly_iso,anomaly_svm,prob_rally,final_signal,actual_return_horizon
2024-07-31,5.239999771118164,5.449999809265137,5.210000038146973,5.300000190734863,5100700,16.360000610351562,77.91000366210938,5522.2998046875,1119,0.1054564554787793,9.434830013689794,53.8357542675698,0.1402980930260318,0.18168934808688217,-0.04139125506085037,5.773718901358402,4.760281113900387,0.19340416635967855,0.47335777603186235,0.2507482455773816,5749075.0,0.8872209877241122,-0.003802368230680364,-0.0038096156100643833,-0.29278322042181837,0.02244631988811794,0.03665468507619421,0.6123724659333099,20.0,4.425153857587092,60.0,3.1658083436786977,15.0,2.924094632586929,0.040076344908343525,0,0,0,0.31006026326008346,False,-0.12595417485510152
2024-08-01,4.960000038146973,5.25,4.889999866485596,5.239999771118164,7307500,18.59000015258789,76.30999755859375,5446.68017578125,847,-0.0440523743047404,41.8892089214591,45.15460140892765,0.1043722020633,0.16622591888216576,-0.061853716818865756,5.7207333445170345,4.847266686000543,0.1761021475400661,0.12906428774041326,0.25855195185859753,5978865.0,1.2222219434625134,-0.05343506587815028,-0.05491570622545218,-1.810593183583288,0.02582579356935761,0.02993799398450843,0.8626427536434572,20.0,4.612978085796439,60.0,3.017788569942084,15.0,2.867571007098607,0.05846773379489119,0,0,0,0.4316039199572541,False,-0.038306462854674095
2024-08-02,4.809999942779541,4.860000133514404,4.650000095367432,4.710000038146973,8456400,23.38999938964844,73.5199966430664,5346.56005859375,944,-0.2236744535301748,43.26680906379835,41.31138404484186,0.0630698901165978,0.14559471312905217,-0.08252482301245437,5.731031948289811,4.82996806506163,0.1873313708830287,-0.022160606649276004,0.26222680835295065,6167485.0,1.3711261559614656,-0.03024195447858724,-0.030708676206233586,-1.0189087902736587,0.02696212003101122,0.030180448499577683,0.8933637958159735,20.0,4.97118119182303,60.0,2.817037803635287,15.0,2.5815993143386637,0.02494800145251936,0,0,0,0.41171889929732847,False,0.11642410591296914
2024-08-05,4.659999847412109,4.739999771118164,4.199999809265137,4.25,7152100,38.56999969482422,72.94000244140625,5186.330078125,1037,-0.1206303055377738,32.683615524500695,37.84273665106008,0.018025964144809947,0.12008096333220374,-0.10205499918739379,5.774646988740224,4.755353030333263,0.21873261626242677,-0.093548266557157,0.28706776015019736,6270885.0,1.1405248222539561,-0.031185051382921936,-0.03168165682815297,-0.9872611312983891,0.024918836544206475,0.02957311393744477,0.8426179467240628,20.0,5.171668991802374,60.0,3.063069027868322,12.0,2.7393628604070863,0.19957088747379442,1,0,1,0.41695743008630615,False,0.15665236973749797
2024-08-06,4.715000152587891,4.860000133514404,4.625,4.809999942779541,4073600,27.709999084472656,73.19999694824219,5240.02978515625,1156,0.0494770440541515,20.031920669019648,39.837425093663576,-0.01308279640760901,0.0934482113842412,-0.10653100779185021,5.80537579666555,4.6881242452961205,0.23695684309919085,0.02405537701767162,0.28334864396192644,6234745.0,0.6533707473200588,0.01180264098212902,0.011733533054273784,0.42125345396172414,0.024981264509723707,0.028961847543782573,0.8625576967062861,20.0,5.365359102717442,60.0,3.5889355816624215,12.0,3.452898139514385,0.18557793673023418,1,0,0,0.33263823821515026,False,0.10922584301570626
2024-08-07,4.579999923706055,4.820000171661377,4.550000190734863,4.820000171661377,4765700,27.850000381469727,75.2300033569336,5199.5,993,-0.080919447501839,33.32634788879114,36.72235515587959,-0.048075914285034216,0.06514338625038613,-0.11321930053542034,5.847917479561408,4.590582543326775,0.2745272832269438,-0.00841670688990188,0.28239516803082554,6208565.0,0.7676008868393904,-0.028632073067429098,-0.029049966979618428,-0.9543691995416919,0.024419789465311044,0.029235176901910256,0.835287898111382,20.0,5.502009466207985,12.0,4.2312221721447365,60.0,4.1876737245492155,0.22052407111495356,1,0,0,0.3618133030299827,False,0.13100434817192297
2024-08-08,4.769999980926514,4.929999828338623,4.630000114440918,4.679999828338623,7105100,23.790000915527344,76.19000244140625,5319.31005859375,944,-0.1093769088578822,51.081896361723054,43.42719163352381,-0.059787601341954044,0.04015718873191809,-0.09994479007387214,5.8469929482973235,4.535507080312906,0.2749446275112307,0.1787994109109181,0.2872240777880929,6184480.0,1.1488597262825655,0.04148472934181058,0.040647319433588555,1.355498564387832,0.029367678740660156,0.0302276055453072,0.9715516069124918,20.0,5.389029363911147,60.0,5.181595727039075,12.0,4.774617884900437,0.17190779348852367,1,0,0,0.30311196257037937,False,0.22222221111490437
2024-08-09,5.369999885559082,5.590000152587891,5.199999809265137,5.349999904632568,17827800,20.3700008392334,76.83999633789062,5344.16015625,1613,0.3041119959759498,73.73466077987642,58.41293492475875,-0.020418844092874977,0.02804198216695948,-0.04846082625983446,5.804557560142141,4.549942447487253,0.23363410416986757,0.6536326796960923,0.32527951306475605,6507305.0,2.7396595057400877,0.1257861440318131,0.11848158630799976,3.2229638112038876,0.05121038002544266,0.037785810107766694,1.3552807225619494,60.0,5.935290516315055,20.0,5.198673181824019,12.0,4.979192912142656,0.12476724219225754,1,1,1,0.3842977549488735,False,0.22160150513607801
2024-08-12,5.389999866485596,5.539999961853027,5.179999828338623,5.409999847412109,7080600,20.709999084472656,80.05999755859375,5344.39013671875,855,0.3089791626340059,16.60564609848261,58.8046603152832,0.012253757291201595,0.024884337191807906,-0.012630579900606311,5.746038658997163,4.575461356261625,0.21717575727859548,0.6958434170220663,0.32775955738258805,6452940.0,1.0972672921180113,0.003724391313358666,0.0037174729405287568,-0.021644409209225245,0.05092638958199885,0.03765973759384245,1.3522768037110688,60.0,5.83141313962508,20.0,5.246559964787302,30.0,5.119604462139955,0.3172541893330198,1,0,0,0.28786511758042893,False,0.33395180618223375
2024-08-13,5.230000019073486,5.300000190734863,5.03000020980835,5.25,12138600,18.1200008392334,78.3499984741211,5434.43017578125,933,0.2936212267907984,42.32944518541829,54.39075316481542,0.024948784709768468,0.02489722669540002,5.155801436844756e-05,5.6865363941584235,4.594963611563623,0.20871372440036373,0.5817627716956308,0.33006242161792076,6543185.0,1.855151581378182,-0.029684573539040304,-0.03013407842637432,-0.9575407934038165,0.0518016985024685,0.0365939071772231,1.415582606459446,60.0,5.789284027856206,20.0,5.254044292896221,30.0,5.198831858825857,0.4072657947749406,1,0,0,0.3756081933212919,False,0.2715105298499605
