Date,close,high,low,open,volume,vix,oil,sp500,twitter_volume,sentiment_score,google_trends
2020-01-02,5.9710774421691895,5.9710774421691895,5.8916825092904785,5.94220660064208,237536000,12.470000267028809,61.18000030517578,3257.85009765625,1049,0.0,
2020-01-03,5.875504493713379,5.9193089700123815,5.826473387405685,5.851362305182769,205384000,14.020000457763672,63.04999923706055,3234.85009765625,986,0.1543243528272189,36.677673074961035
2020-01-06,5.900144577026367,5.9053712073821005,5.756038640237342,5.782171792016009,262636000,13.850000381469727,63.27000045776367,3246.280029296875,1064,0.0900069753658696,17.812987838900952
2020-01-07,5.9715752601623535,6.017370697897998,5.883468804691061,5.9285175131814745,314856000,13.789999961853027,62.70000076293945,3237.179931640625,1152,-0.030955465499618487,23.275565492390683
2020-01-08,5.982774257659912,6.024089787792034,5.927272298369914,5.967343121727442,277108000,13.449999809265137,59.61000061035156,3253.050048828125,976,-0.013771294258536244,21.95963722498669
2020-01-09,6.048480987548828,6.120907544173023,5.9947212356253345,6.069138753515862,255112000,12.539999961853027,59.560001373291016,3274.699951171875,976,-0.16331194446693675,19.480578555359333
2020-01-10,6.080837726593018,6.186117543357126,6.06665129335838,6.1557532404195285,316296000,12.5600004196167,59.040000915527344,3265.35009765625,1157,-0.06810284675310602,20.69637868082539
2020-01-13,6.271486282348633,6.296623954505938,6.141317545571688,6.163966752912107,319840000,12.319999694824219,58.08000183105469,3288.1298828125,1076,-0.013082566826625314,37.26344155771846
2020-01-14,6.154508590698242,6.254063792280203,6.141317164517189,6.2286768954430665,359088000,12.390000343322754,58.22999954223633,3283.14990234375,953,-0.11039784252943063,27.66185181020449
2020-01-15,6.111948490142822,6.189601691642836,6.086064089642818,6.167201711413345,263104000,12.420000076293945,57.810001373291016,3289.2900390625,1054,-0.2707875420330129,22.990701674986433
2020-01-16,6.1955742835998535,6.201547642568613,6.14206327909564,6.165458737258032,284192000,12.319999694824219,58.52000045776367,3316.81005859375,953,-0.18257452847935235,24.194512395277435
2020-01-17,6.204287052154541,6.222207134025752,6.156749393448318,6.214740314566898,253792000,12.100000381469727,58.540000915527344,3329.6201171875,953,-0.22075870861189784,13.130793001789765
2020-01-21,6.17093563079834,6.204535602628313,6.136837681171992,6.167699961913598,217916000,12.850000381469727,58.34000015258789,3320.7900390625,1024,-0.38428295598677037,24.295738324149507
2020-01-22,6.224942684173584,6.311555671349777,6.197316078810498,6.21623163515969,239240000,12.90999984741211,56.7400016784668,3321.75,808,-0.581332890465883,33.15058633735819
2020-01-23,6.2933878898620605,6.301850188800662,6.176161835918426,6.265015025340445,244516000,12.979999542236328,55.59000015258789,3325.5400390625,827,-0.487178815095892,25.589665655446723
2020-01-24,6.234151363372803,6.4586486133694825,6.179893636313056,6.408870786307661,373512000,14.5600004196167,54.189998626708984,3295.469970703125,943,-0.3022174938147826,25.832571617155565
2020-01-27,5.978295803070068,6.029317874683954,5.77993165006869,5.9295134446454965,470536000,18.229999542236328,53.13999938964844,3243.6298828125,1063,-0.18992765078760576,43.98409406147772
2020-01-28,6.171680927276611,6.204036184462177,5.990987660795241,6.044249910391118,310976000,16.280000686645508,53.47999954223633,3276.239990234375,1031,-0.1508379337654071,29.82728157613597
2020-01-29,6.111202239990234,6.193335342652405,6.071379683662624,6.157246432843524,258848000,16.389999389648438,53.33000183105469,3273.39990234375,909,-0.23273619299475884,33.412266583206545
2020-01-30,6.117921829223633,6.131362007202673,5.958384751904467,6.013388746744023,290504000,15.489999771118164,52.13999938964844,3283.659912109375,858,-0.18545807800147926,21.56142035749124
2020-01-31,5.88446569442749,6.084074112409697,5.842652644415782,6.0721273910587135,370420000,18.84000015258789,51.560001373291016,3225.52001953125,1146,-0.3287488697650466,47.23897702118087
2020-02-03,5.981531620025635,6.000944683491805,5.860073936086424,5.866296047468316,255564000,17.969999313354492,50.11000061035156,3248.919921875,977,-0.16364677214051598,24.58247640892638
2020-02-04,6.150775909423828,6.169940698178717,6.073371923868579,6.1233985213907545,271544000,16.049999237060547,49.61000061035156,3297.590087890625,1006,-0.07842283375194661,43.23754648700194
2020-02-05,6.241119861602783,6.281937411724703,6.157742077031837,6.271732905515095,208220000,15.149999618530273,50.75,3334.68994140625,857,0.1007276798907329,31.219887669387575
2020-02-06,6.3279829025268555,6.3279829025268555,6.1943302377118075,6.275467851868339,218284000,14.960000038146973,50.95000076293945,3345.780029296875,945,0.1110441580879996,29.724131105988498
2020-02-07,6.261778831481934,6.3100632069700815,6.236391936795416,6.287911980673991,189752000,15.470000267028809,50.31999969482422,3327.7099609375,1011,0.14600911869302427,26.401178681422394
2020-02-10,6.545015335083008,6.545761589769547,6.279451205487257,6.284429085031176,529608000,15.039999961853027,49.56999969482422,3352.090087890625,1200,0.11660141835171009,41.37365422893456
2020-02-11,6.667468547821045,6.782206164070432,6.591308788907522,6.653282112226078,638556000,15.180000305175781,49.939998626708984,3357.75,1631,0.02069511807571872,35.35735086899749
2020-02-12,6.783200263977051,6.789671601503967,6.681404871426681,6.720231472438191,374644000,13.739999771118164,51.16999816894531,3379.449951171875,939,0.018482223819775184,29.380634151830144
2020-02-13,6.739394664764404,6.806594594744795,6.697830379670216,6.72520823441406,528016000,14.149999618530273,51.41999816894531,3373.93994140625,1282,0.027058616364832297,13.393628772126068
2020-02-14,7.212531566619873,7.341455573951124,7.118203005797297,7.149562784000862,1041924000,13.680000305175781,52.04999923706055,3380.159912109375,2565,0.3023533768705526,49.51639700964335
2020-02-18,7.381278038024902,7.399696093409035,7.089830042236733,7.109243103654299,620164000,14.829999923706055,52.04999923706055,3370.2900390625,1732,0.17404028643147584,30.768915631637682
2020-02-19,7.832512378692627,7.85018370495676,7.503731241571927,7.503731241571927,694332000,14.380000114440918,53.290000915527344,3386.14990234375,1735,0.4253885529541984,52.11613389224724
2020-02-20,7.683180332183838,7.872832958406956,7.375803197693167,7.78447774536213,810052000,15.5600004196167,53.779998779296875,3373.22998046875,1927,0.30656892901854726,29.24988937808582
2020-02-21,7.319056034088135,7.596068848922085,7.234185246897619,7.570931179614776,768180000,17.079999923706055,53.380001068115234,3337.75,2007,0.20697706265673801,49.79105020837631
2020-02-24,6.80161714553833,7.015412417963896,6.67020419402814,6.724710680746953,856916000,25.030000686645508,51.43000030517578,3225.889892578125,2030,-0.15720599791864245,45.59323552749345
2020-02-25,6.5221171379089355,6.938756051374765,6.420321736089398,6.8767827350315684,1055496000,27.850000381469727,49.900001525878906,3128.2099609375,2681,-0.5141539247543332,41.26452453497806
2020-02-26,6.661493301391602,6.855626291029535,6.520871793715685,6.522364777496906,747732000,27.559999465942383,48.72999954223633,3116.389892578125,1677,-0.46383376834522905,21.594990431798458
