ticker,name,sector,entry_date,exit_date,entry_price,exit_price,shares,gross_pnl,net_pnl,pnl_pct,holding_days,exit_reason
4280.SR,Kingdom Holding,Holding,2022-12-20 00:00:00+03:00,2023-01-10 00:00:00+03:00,6.642381936562333,6.959715751647949,4605,1461.3222184692636,1429.2727274329247,0.04777409942943578,20,time_exit
6001.SR,Halwani Bros,Food,2022-12-20 00:00:00+03:00,2023-01-10 00:00:00+03:00,43.0930492362976,48.801148475646976,414,2363.1530850906406,2342.9494096217227,0.1324598593162769,20,take_profit
1303.SR,Electrical Industries,Industrial,2022-12-20 00:00:00+03:00,2023-01-10 00:00:00+03:00,0.8412194706159336,0.8777649533263633,29416,1075.0219194099993,1049.201585542951,0.04344345796427107,20,time_exit
1050.SR,Banque Saudi Fransi,Banking,2022-12-21 00:00:00+03:00,2023-01-11 00:00:00+03:00,15.771971659201753,16.373343797535096,1277,767.9522206516784,747.0434606222261,0.038129166811080806,20,time_exit
4001.SR,Al Othaim Markets,Retail,2022-12-21 00:00:00+03:00,2023-01-11 00:00:00+03:00,9.07244058596237,9.054315985978725,2387,-43.26342016096119,-64.8760724194924,-0.001997764527848167,20,time_exit
2070.SR,Saudi Pharma,Industrial,2022-12-21 00:00:00+03:00,2023-01-11 00:00:00+03:00,22.22220076370239,22.777199237823485,1123,623.2632864379904,597.6844916939145,0.024974955452100156,20,time_exit
8010.SR,Tawuniya,Insurance,2023-01-06 00:00:00+03:00,2023-01-12 00:00:00+03:00,66.11041257737625,62.979304600756876,432,-1352.6386458995703,-1379.8457054870973,-0.04736179755276371,5,stop_loss
4300.SR,Dar Al Arkan,Real Estate,2022-12-26 00:00:00+03:00,2023-01-16 00:00:00+03:00,11.771760229110717,11.808179695129395,1078,39.2601843681352,26.53096665678571,0.0030937995091520065,20,time_exit
4009.SR,Middle East Healthcare,Healthcare,2022-12-27 00:00:00+03:00,2023-01-17 00:00:00+03:00,24.858511716997555,26.541997252350043,735,1237.3618684840792,1217.853500503602,0.067722700156718,20,time_exit
4004.SR,Dallah Healthcare,Healthcare,2023-01-05 00:00:00+03:00,2023-01-17 00:00:00+03:00,137.6504259925815,130.8337065282836,159,-1083.8583948233622,-1104.6609541613593,-0.04952196417223764,11,stop_loss
4004.SR,Dallah Healthcare,Healthcare,2023-01-17 00:00:00+03:00,2023-01-24 00:00:00+03:00,131.09563587068257,122.7528197088763,216,-1802.048290950154,-1828.5629000072713,-0.06363916011693871,6,stop_loss
1080.SR,Arab National Bank,Banking,2023-01-18 00:00:00+03:00,2023-01-24 00:00:00+03:00,18.9373981024117,17.97995165061951,1506,-1441.9143563990388,-1468.9921635848718,-0.050558500519153116,5,stop_loss
2082.SR,ACWA Power,Utilities,2023-01-30 00:00:00+03:00,2023-02-02 00:00:00+03:00,149.73563382318247,140.12146607197832,225,-2163.1877440209337,-2194.7150738871287,-0.06420761381727735,2,stop_loss
1080.SR,Arab National Bank,Banking,2023-01-24 00:00:00+03:00,2023-02-06 00:00:00+03:00,18.015947549819945,17.02863183757144,1631,-1610.3119266773135,-1638.0856252043925,-0.054802319418296386,12,stop_loss
4004.SR,Dallah Healthcare,Healthcare,2023-01-24 00:00:00+03:00,2023-02-06 00:00:00+03:00,122.99857109968484,135.2589799440292,218,2672.7691280670692,2643.282670439271,0.09967927866745585,12,take_profit
7010.SR,STC,Telecom,2023-02-03 00:00:00+03:00,2023-02-06 00:00:00+03:00,30.36907554197477,29.73654723930359,1241,-784.9676236149337,-821.8706787389094,-0.02082803942441147,2,stop_loss
4002.SR,Mouwasat,Healthcare,2023-02-03 00:00:00+03:00,2023-02-07 00:00:00+03:00,94.90622144582393,90.42401972766804,345,-1546.3595927637828,-1577.5558795698282,-0.04722769118686809,3,stop_loss
1010.SR,Riyad Bank,Banking,2023-02-06 00:00:00+03:00,2023-02-08 00:00:00+03:00,24.984994407103567,23.654163584985884,1446,-1924.3813687821696,-1958.5852893260592,-0.053265203923332116,1,stop_loss
1150.SR,Alinma Bank,Banking,2023-02-06 00:00:00+03:00,2023-02-08 00:00:00+03:00,21.640794972336675,20.56058900283344,1442,-1557.6570080236665,-1587.3053773657523,-0.04991526285813708,1,stop_loss
4002.SR,Mouwasat,Healthcare,2023-02-07 00:00:00+03:00,2023-02-10 00:00:00+03:00,90.60504879619188,87.06461977386475,304,-1076.290422787448,-1102.758067198703,-0.039075405502965066,2,stop_loss
2070.SR,Saudi Pharma,Industrial,2023-02-08 00:00:00+03:00,2023-02-10 00:00:00+03:00,23.14312084007263,22.33764060974121,1552,-1250.1053174743624,-1284.7733357006807,-0.03480430473908769,1,stop_loss
3060.SR,Yanbu Cement,Materials,2023-02-01 00:00:00+03:00,2023-02-17 00:00:00+03:00,31.547793864000113,30.506177839279175,1204,-1254.105693764009,-1290.8351318825012,-0.033017079711223474,15,stop_loss
1211.SR,Maaden,Materials,2023-02-09 00:00:00+03:00,2023-02-17 00:00:00+03:00,47.047,45.35460152435303,514,-869.8928164825415,-893.205081666059,-0.035972505699555124,7,stop_loss
2082.SR,ACWA Power,Utilities,2023-02-03 00:00:00+03:00,2023-02-21 00:00:00+03:00,145.16811045616905,140.5178400990836,215,-999.808126773371,-1030.019462394674,-0.032033690749798116,17,stop_loss
1010.SR,Riyad Bank,Banking,2023-02-08 00:00:00+03:00,2023-02-21 00:00:00+03:00,23.701519267838705,23.52607157267626,1293,-226.8538698450438,-257.2730803885142,-0.007402381812735448,12,stop_loss
1150.SR,Alinma Bank,Banking,2023-02-08 00:00:00+03:00,2023-02-21 00:00:00+03:00,20.601751343179448,20.81089528683995,1294,270.63226309669164,243.70296459552074,0.010151755555954045,12,stop_loss
1140.SR,Bank Albilad,Banking,2023-02-09 00:00:00+03:00,2023-02-21 00:00:00+03:00,25.832529270757632,25.496912261340164,1025,-344.0074346529054,-370.14176972077905,-0.012992030547987699,11,stop_loss
2310.SR,Sipchem,Energy,2023-02-10 00:00:00+03:00,2023-02-21 00:00:00+03:00,30.679933647155757,29.758565748839395,689,-634.8224819399733,-655.3261337409236,-0.03003161313557079,10,stop_loss
7020.SR,Mobily,Telecom,2023-02-15 00:00:00+03:00,2023-02-21 00:00:00+03:00,29.561333306103407,33.42402561784123,863,3333.503465029742,3304.658530921545,0.13066705319885918,5,take_profit
1304.SR,Yamamah Steel,Industrial,2023-02-06 00:00:00+03:00,2023-02-22 00:00:00+03:00,22.584303939445796,21.69273351707273,1111,-990.5347392564784,-1014.6353661939462,-0.03947743639846468,15,stop_loss
2010.SR,SABIC,Materials,2023-02-07 00:00:00+03:00,2023-02-22 00:00:00+03:00,79.7984189907357,80.510303222774,449,319.63602018519714,283.4868940381716,0.008921031782859634,14,stop_loss
1050.SR,Banque Saudi Fransi,Banking,2023-02-15 00:00:00+03:00,2023-02-22 00:00:00+03:00,14.728688770414115,14.209284697836003,1492,-774.9508762865433,-796.1511290557147,-0.03526478702037972,6,stop_loss
4002.SR,Mouwasat,Healthcare,2023-02-10 00:00:00+03:00,2023-02-24 00:00:00+03:00,87.23892331695556,87.25124071973408,268,3.3010639446436585,-20.082268568245077,0.00014119159556535976,13,stop_loss
2050.SR,Savola,Food,2023-02-13 00:00:00+03:00,2023-02-24 00:00:00+03:00,16.542027782195156,15.724221310615187,1709,-1397.6312599301668,-1424.5039541500082,-0.049438102894507674,10,stop_loss
1060.SR,Saudi Awwal Bank,Banking,2023-02-09 00:00:00+03:00,2023-02-27 00:00:00+03:00,28.26524980841882,28.422156405088217,897,140.7452172124497,115.25054291708555,0.00555121917311574,17,stop_loss
2030.SR,Saudi Kayan,Energy,2023-02-21 00:00:00+03:00,2023-02-27 00:00:00+03:00,78.98025328063964,75.06899845128214,295,-1153.8201746604634,-1175.9655292035916,-0.049521933228799386,5,stop_loss
3060.SR,Yanbu Cement,Materials,2023-02-17 00:00:00+03:00,2023-02-28 00:00:00+03:00,30.567251268386837,29.910521694470955,817,-536.5480618892758,-560.9849581136585,-0.021484744184213977,10,stop_loss
1050.SR,Banque Saudi Fransi,Banking,2023-02-22 00:00:00+03:00,2023-03-01 00:00:00+03:00,14.237731714248085,13.47432338681036,1973,-1506.2046300346315,-1532.7894700768084,-0.053618676258224585,6,stop_loss
1322.SR,Almasane Mining,Materials,2023-02-15 00:00:00+03:00,2023-03-08 00:00:00+03:00,49.34223491599158,49.039884601306646,544,-164.47857118860543,-191.15626841171624,-0.006127616943166547,20,time_exit
4190.SR,Jarir Marketing,Retail,2023-02-15 00:00:00+03:00,2023-03-08 00:00:00+03:00,12.204007432990682,12.146254833363008,1896,-109.49892889407072,-132.52822805812698,-0.004732265196066177,20,time_exit
1321.SR,East Pipes,Materials,2023-02-27 00:00:00+03:00,2023-03-13 00:00:00+03:00,44.51041865994016,42.23758921051025,516,-1172.7799959058316,-1194.574591938455,-0.051062863883495124,13,stop_loss
7010.SR,STC,Telecom,2023-02-21 00:00:00+03:00,2023-03-14 00:00:00+03:00,29.059360552215573,30.870031444816714,1056,1912.0684625868053,1879.4697093810787,0.062309385278716656,20,time_exit
2310.SR,Sipchem,Energy,2023-02-22 00:00:00+03:00,2023-03-15 00:00:00+03:00,29.2148869979694,30.962668355601014,788,1377.2517098137112,1352.8531271494976,0.0598250254314896,20,time_exit
1080.SR,Arab National Bank,Banking,2023-02-22 00:00:00+03:00,2023-03-15 00:00:00+03:00,15.582045116582766,16.616393461799483,1398,1446.0189866129704,1422.7892685533748,0.06638078233491562,20,stop_loss
1150.SR,Alinma Bank,Banking,2023-02-22 00:00:00+03:00,2023-03-15 00:00:00+03:00,20.207634040832517,21.06119791563385,1230,1049.8835660056418,1023.9782925694121,0.042239674029952434,20,stop_loss
6001.SR,Halwani Bros,Food,2023-02-24 00:00:00+03:00,2023-03-15 00:00:00+03:00,51.5515,51.948,356,141.15400000000113,122.66051200000113,0.007691337788425123,18,stop_loss
8050.SR,Salama,Insurance,2023-02-27 00:00:00+03:00,2023-03-15 00:00:00+03:00,9.07480155277252,9.42312550163269,1731,602.9487554769538,586.6373252336276,0.038383643635022446,15,stop_loss
1120.SR,Al Jazira Bank,Banking,2023-02-28 00:00:00+03:00,2023-03-15 00:00:00+03:00,64.45905377930669,66.26017006341085,375,675.418606539063,650.571042765284,0.02794202177200411,14,stop_loss
1050.SR,Banque Saudi Fransi,Banking,2023-03-01 00:00:00+03:00,2023-03-15 00:00:00+03:00,13.501299009206374,13.841804995767685,1627,554.0032401352532,531.4826234071392,0.025220238906576542,13,stop_loss
2050.SR,Savola,Food,2023-02-24 00:00:00+03:00,2023-03-16 00:00:00+03:00,15.755701233158959,15.433568435184197,1900,-612.0523161520472,-641.3760961788971,-0.020445475146279812,19,stop_loss
4280.SR,Kingdom Holding,Holding,2023-02-24 00:00:00+03:00,2023-03-16 00:00:00+03:00,6.7390903019903226,6.770642395850263,4220,133.14983608894988,104.57772517846178,0.004681951486927183,19,stop_loss
2380.SR,Petro Rabigh,Energy,2023-02-27 00:00:00+03:00,2023-03-16 00:00:00+03:00,10.170159847259521,9.630360342979431,2700,-1457.4586615562432,-1483.4606344822878,-0.05307679646997343,16,stop_loss
2030.SR,Saudi Kayan,Energy,2023-02-28 00:00:00+03:00,2023-03-16 00:00:00+03:00,77.0007993270186,75.06899754835295,252,-486.8140482237423,-505.73143560592723,-0.025088074351817813,15,stop_loss
2082.SR,ACWA Power,Utilities,2023-02-28 00:00:00+03:00,2023-03-16 00:00:00+03:00,131.06833063409357,131.79741337236467,175,127.58947919744301,104.5249318572792,0.005562615581841124,15,stop_loss
1140.SR,Bank Albilad,Banking,2023-02-28 00:00:00+03:00,2023-03-16 00:00:00+03:00,23.23979071701168,23.035576032371686,890,-181.7510693295938,-202.2527319984046,-0.00878728587217903,15,stop_loss
1211.SR,Maaden,Materials,2023-02-28 00:00:00+03:00,2023-03-16 00:00:00+03:00,41.841799236297604,40.359601524353025,451,-668.4711680870051,-686.6733483744883,-0.035423852200380024,15,stop_loss
4002.SR,Mouwasat,Healthcare,2023-02-28 00:00:00+03:00,2023-03-21 00:00:00+03:00,84.15330002732387,91.91708499160765,230,1785.6705417852709,1764.529612237201,0.09225764125426994,20,time_exit
4300.SR,Dar Al Arkan,Real Estate,2023-03-20 00:00:00+03:00,2023-03-30 00:00:00+03:00,13.553539961814879,15.944040038108826,2229,5328.424670059207,5292.885404814262,0.17637459165862435,9,take_profit
1211.SR,Maaden,Materials,2023-03-16 00:00:00+03:00,2023-04-05 00:00:00+03:00,40.44040152740478,45.154800762176514,983,4634.254447780613,4589.867278631394,0.1165764694887359,19,take_profit
2380.SR,Petro Rabigh,Energy,2023-03-16 00:00:00+03:00,2023-04-05 00:00:00+03:00,9.649640343666075,11.128860342979431,4194,6203.848677120215,6157.174236841759,0.15329275979537416,19,take_profit
4003.SR,Extra,Retail,2023-03-21 00:00:00+03:00,2023-04-05 00:00:00+03:00,60.65850248256024,67.85772594724966,554,3988.3697994379413,3950.7766192631652,0.11868449055034369,14,take_profit
6002.SR,Herfy,Food,2023-03-20 00:00:00+03:00,2023-04-10 00:00:00+03:00,31.187959257800845,34.27760635440059,1184,3658.1421623740976,3617.5574764504872,0.09906538196554004,20,time_exit
3060.SR,Yanbu Cement,Materials,2023-03-24 00:00:00+03:00,2023-04-14 00:00:00+03:00,28.17985076522827,30.208350259070293,1222,2478.8263814749525,2441.9117774583688,0.07198403961546296,20,time_exit
8010.SR,Tawuniya,Insurance,2023-04-26 00:00:00+03:00,2023-05-11 00:00:00+03:00,81.21672153273674,85.59349989921321,452,1978.3038216473653,1939.615559692921,0.0538901138075647,14,stop_loss
4300.SR,Dar Al Arkan,Real Estate,2023-05-04 00:00:00+03:00,2023-05-11 00:00:00+03:00,14.974960038185118,14.565419923782349,1722,-705.2280770015694,-730.3097301103227,-0.027348327698936803,6,stop_loss
2310.SR,Sipchem,Energy,2023-05-03 00:00:00+03:00,2023-05-16 00:00:00+03:00,32.57588876663512,32.46780297761805,1179,-127.43314525112278,-165.71268496173445,-0.0033179689982172356,12,stop_loss
8210.SR,Bupa Arabia,Insurance,2023-05-09 00:00:00+03:00,2023-05-17 00:00:00+03:00,161.5272801303825,177.23073140595758,199,3124.98680383944,3089.7178882896546,0.09721857052814542,7,take_profit
2310.SR,Sipchem,Energy,2023-05-16 00:00:00+03:00,2023-05-23 00:00:00+03:00,32.532803584179845,32.25277963256836,1011,-283.10421507920915,-315.71177528773575,-0.008607433751810278,6,stop_loss
2040.SR,Saudi Ceramic,Materials,2023-05-04 00:00:00+03:00,2023-05-25 00:00:00+03:00,24.184680661015104,25.86600194371027,1588,2669.938196919923,2628.862985833311,0.06952009440444673,20,time_exit
1120.SR,Al Jazira Bank,Banking,2023-05-04 00:00:00+03:00,2023-05-25 00:00:00+03:00,69.21798632629603,68.33187580487598,546,-483.81634469534765,-521.12554888481,-0.012801737936190327,20,stop_loss
4300.SR,Dar Al Arkan,Real Estate,2023-05-11 00:00:00+03:00,2023-06-01 00:00:00+03:00,14.594579923629759,15.464519542694092,1632,1419.741458312991,1394.5033624193143,0.05960703381779653,20,stop_loss
2280.SR,Almarai,Food,2023-05-16 00:00:00+03:00,2023-06-01 00:00:00+03:00,55.025190761727735,52.89205846571439,677,-1444.1305644010336,-1479.9384879823222,-0.03876646798464212,15,stop_loss
4002.SR,Mouwasat,Healthcare,2023-05-24 00:00:00+03:00,2023-06-01 00:00:00+03:00,111.40250770040991,108.06273963715265,243,-811.5636393715159,-837.822885103344,-0.029979289804128673,7,stop_loss
1080.SR,Arab National Bank,Banking,2023-05-25 00:00:00+03:00,2023-06-01 00:00:00+03:00,17.357456062223527,16.609102029750098,1499,-1121.7826946776704,-1146.6797386202659,-0.0431142691527322,6,stop_loss
7020.SR,Mobily,Telecom,2023-05-26 00:00:00+03:00,2023-06-01 00:00:00+03:00,38.93879988751495,38.59360901466693,856,-295.4833871579068,-328.5195164744617,-0.008864959214079482,5,stop_loss
1211.SR,Maaden,Materials,2023-05-26 00:00:00+03:00,2023-06-01 00:00:00+03:00,42.776066921234126,41.491799491882325,822,-1055.6678269271797,-1089.774086109507,-0.030023036753626497,5,stop_loss
