ticker,name,sector,entry_date,exit_date,entry_price,exit_price,shares,gross_pnl,net_pnl,pnl_pct,holding_days,exit_reason
1150.SR,Alinma Bank,Banking,2022-06-17 00:00:00+03:00,2022-06-23 00:00:00+03:00,23.75627537919026,23.320141249928056,983,-428.71984906474614,-451.64354791342544,-0.01835869143208546,5,stop_loss
1120.SR,Al Jazira Bank,Banking,2022-06-17 00:00:00+03:00,2022-06-23 00:00:00+03:00,78.27171200417519,76.27731454467774,253,-504.58255725285466,-523.8807178326581,-0.0254804374202402,5,stop_loss
4250.SR,Jabal Omar,Real Estate,2022-06-20 00:00:00+03:00,2022-06-23 00:00:00+03:00,24.284260229110714,24.795179695129395,861,439.90166024208423,418.5530105245778,0.021039120039004322,2,stop_loss
2310.SR,Sipchem,Energy,2022-06-20 00:00:00+03:00,2022-06-23 00:00:00+03:00,37.813314529731954,37.93637838021569,490,60.30128673703196,41.71246133072627,0.0032545110634767394,2,stop_loss
7020.SR,Mobily,Telecom,2022-06-20 00:00:00+03:00,2022-06-23 00:00:00+03:00,31.25821207956885,30.928365969159003,589,-194.27935903139957,-212.49616658723423,-0.010552302529978741,2,stop_loss
4310.SR,Emaar Economic City,Real Estate,2022-06-20 00:00:00+03:00,2022-06-23 00:00:00+03:00,12.712699809074401,12.747240228652954,1597,55.16105006694919,34.80370742179042,0.0027170011167807484,2,stop_loss
4003.SR,Extra,Retail,2022-06-14 00:00:00+03:00,2022-06-24 00:00:00+03:00,71.33498805141448,71.94849090311668,580,355.8316539872723,314.1015292634646,0.008600307765664894,9,stop_loss
4001.SR,Al Othaim Markets,Retail,2022-06-17 00:00:00+03:00,2022-06-24 00:00:00+03:00,8.224810295651775,7.68342214591852,3415,-1848.8405313390647,-1875.0794179673765,-0.0658237856281586,6,stop_loss
2010.SR,SABIC,Materials,2022-06-17 00:00:00+03:00,2022-06-24 00:00:00+03:00,87.19965664079757,86.85513617335546,282,-97.15477181867479,-121.64792021956103,-0.003950938349004063,6,stop_loss
1180.SR,Al Rajhi Bank,Banking,2022-06-20 00:00:00+03:00,2022-06-24 00:00:00+03:00,39.988538856379776,41.43868309225853,574,832.3827913944042,808.5969872994478,0.03626399656879187,3,stop_loss
2040.SR,Saudi Ceramic,Materials,2022-06-17 00:00:00+03:00,2022-06-29 00:00:00+03:00,32.11858355472269,33.88609319080199,652,1152.4162827237012,1130.3225499632983,0.055030746703629285,11,stop_loss
2050.SR,Savola,Food,2022-06-17 00:00:00+03:00,2022-06-30 00:00:00+03:00,20.38630335545842,19.79333543475803,1195,-708.5966652369644,-732.2497010815002,-0.029086583789190046,12,stop_loss
7030.SR,Zain KSA,Telecom,2022-06-22 00:00:00+03:00,2022-07-01 00:00:00+03:00,9.920134510424598,10.130967525775322,2560,539.7325192978542,513.7972424318693,0.02125303997936423,8,stop_loss
1180.SR,Al Rajhi Bank,Banking,2022-06-24 00:00:00+03:00,2022-07-01 00:00:00+03:00,41.52164341876955,43.22372807019209,551,937.8486429338186,914.0323687671428,0.040992709133789385,6,stop_loss
2010.SR,SABIC,Materials,2022-06-24 00:00:00+03:00,2022-07-01 00:00:00+03:00,87.02902032985867,88.38786895813283,323,438.90810693255366,410.35882525907675,0.015613741521205649,6,stop_loss
1010.SR,Riyad Bank,Banking,2022-06-24 00:00:00+03:00,2022-07-01 00:00:00+03:00,27.596487778495227,27.24656515127246,495,-173.21170047526982,-186.6987502251497,-0.012679969640754352,6,stop_loss
4190.SR,Jarir Marketing,Retail,2022-06-13 00:00:00+03:00,2022-07-04 00:00:00+03:00,12.34406424642193,13.282109282024884,3613,3389.1567136334734,3341.1684527975176,0.07599158728251565,20,time_exit
2030.SR,Saudi Kayan,Energy,2022-06-17 00:00:00+03:00,2022-07-04 00:00:00+03:00,83.67011660792598,86.92199421992753,247,803.2137701643829,781.7440375920609,0.038865460499352356,16,stop_loss
1120.SR,Al Jazira Bank,Banking,2022-06-23 00:00:00+03:00,2022-07-04 00:00:00+03:00,76.43002188110351,73.97981061458587,270,-661.5570419597632,-681.5315908257014,-0.032058230603796645,10,stop_loss
1150.SR,Alinma Bank,Banking,2022-06-23 00:00:00+03:00,2022-07-04 00:00:00+03:00,23.36682821939738,23.46147573803888,891,84.3309391095778,63.426764226985156,0.004050507743405873,10,stop_loss
2040.SR,Saudi Ceramic,Materials,2022-06-29 00:00:00+03:00,2022-07-04 00:00:00+03:00,33.95393321720999,32.51233103940151,701,-1010.5631266437473,-1033.3542707023678,-0.04245759007023642,4,stop_loss
3060.SR,Yanbu Cement,Materials,2022-06-23 00:00:00+03:00,2022-07-05 00:00:00+03:00,26.50060718723195,27.196177077359472,926,644.097718258086,618.9140582844511,0.026247318984549572,11,stop_loss
1320.SR,Saudi Steel Pipe,Materials,2022-06-23 00:00:00+03:00,2022-07-05 00:00:00+03:00,17.56771262190038,18.51074610177343,1397,1317.4177713826527,1291.5582590784752,0.05367992408399491,11,stop_loss
4009.SR,Middle East Healthcare,Healthcare,2022-06-16 00:00:00+03:00,2022-07-07 00:00:00+03:00,33.64086207603054,32.28616008314191,488,-661.0945725296508,-676.8502186502241,-0.040269538569698726,20,time_exit
